Title,Date,Source
“수능 D-7 이렇게” 2019 고득점자 2인이 전하는 꿀팁 [영상],2019.11.07,"옷 같은 경우에는 교복이 편해서 졸업을 했는데도 교복을 입고 갔어요. 지퍼가 달린, 입고 벗기 쉬운 옷을 추천해요.” -수능날, 문제를 풀 때 과목별로 유의할 점은 (자연) “국어는 첫 과목인만큼 전체 시험의 기세, 컨디션..."
“수능 D-7 이렇게” 2019 고득점자 2인이 전하는 꿀팁 [영상],2019.11.07,"옷 같은 경우에는 교복이 편해서 졸업을 했는데도 교복을 입고 갔어요. 지퍼가 달린, 입고 벗기 쉬운 옷을 추천해요.” -수능날, 문제를 풀 때 과목별로 유의할 점은 (자연) “국어는 첫 과목인만큼 전체 시험의 기세, 컨디션..."
"AWS, ""전문가 아니어도 AI·ML 활용 가능...비즈니스 효율성 향상""",2019.11.13,"예를 들어, 옷을 추천하는 서비스를 하기 위해 여러 옷 사진을 분류해야 한다. 이때 그라운드 트루스는 종류, 스타일 등에 따라 분류하는 레이블링을 수행한다. 맞춤화된 서비스를 가능하게 하는 ‘퍼스널라이즈’는..."
"'탐그사2', '쇼핑 철벽녀' 써니부터 '살인미소' 김재원까지..'오감만족'",2019.11.18,"이후 고가연은 반갑게 팬들을 맞아주고 각자에게 어울리는 옷을 추천하는 등 온몸을 내던졌다. 플리 마켓이 끝나갈 무렵에는 ""10분 만 공짜로 준다""고 선언해 플리 마켓을 '프리' 마켓으로 만들었다. 고가연은 날개 돋친..."
서수경-이순철-고가연 “이런 특급 일상 처음이야” #탐그사2,2019.11.18,"이후 고가연은 반갑게 팬들을 맞아주고, 각자에게 어울리는 옷을 추천하는 등 온몸을 내던졌다. 플리 마켓이 끝나갈 무렵에는 “10분만 공짜로 준다”고 선언해, 플리 마켓을 ‘프리’ 마켓으로 만들었다. 고가연은 날개..."
"'탐그사2' 서수경X써니, 1억 5000만원 슈퍼카 체험에 플리마켓까지",2019.11.18,"이후 고가연은 반갑게 팬들을 맞아주고, 각자에게 어울리는 옷을 추천하는 등 온몸을 내던졌다. 플리 마켓이 끝나갈 무렵에는 “10분만 공짜로 준다”고 선언해, 플리 마켓을 ‘프리’ 마켓으로 만들었다. 고가연은 날개..."
"서수경, '1억5000만원+시속 222km' 슈퍼카 체험에 혼비백산?",2019.11.18,"이후 고가연은 반갑게 팬들을 맞아주고, 각자에게 어울리는 옷을 추천하는 등 온몸을 내던졌다. 플리 마켓이 끝나갈 무렵에는 “10분만 공짜로 준다”고 선언해, 플리 마켓을 ‘프리’ 마켓으로 만들었다. 고가연은 날개..."
"‘탐그사2’ 서수경, 1억5천만원 슈퍼카 체험에 혼비백산",2019.11.18,"이후 고가연은 반갑게 팬들을 맞아주고, 각자에게 어울리는 옷을 추천하는 등 온몸을 내던졌다. 플리 마켓이 끝나갈 무렵에는 “10분만 공짜로 준다”고 선언해, 플리 마켓을 ‘프리’ 마켓으로 만들었다. 고가연은 날개..."
"'탐그사2' 서수경, '쇼핑 철벽녀' 써니와 쇼핑? 특급 일상 대공개",2019.11.18,"이후 고가연은 반갑게 팬들을 맞아주고, 각자에게 어울리는 옷을 추천하는 등 온몸을 내던졌다. 플리 마켓이 끝나갈 무렵에는 “10분만 공짜로 준다”고 선언해, 플리 마켓을 ‘프리’ 마켓으로 만들었다. 고가연은 날개..."
"'탐그사 2' 서수경-이순철-고가연…""이런 특급 일상은 처음이야""",2019.11.18,"이후 고가연은 반갑게 팬들을 맞아주고, 각자에게 어울리는 옷을 추천하는 등 온몸을 내던졌다. 플리 마켓이 끝나갈 무렵에는 ""10분만 공짜로 준다""고 선언해, 플리 마켓을 '프리' 마켓으로 만들었다. 고가연은 날개 돋친..."
[유니콘 넘어 데카콘으로⑮] 대한민국의 스피치 픽스를 꿈꾼다···“바쁜 일...,2019.11.19,스타일 추천 서비스를 제공하는 최재영(28) 핏코 대표는 한국의 스티치픽스를 꿈꾸며 ‘스타일리스트 매칭’이라는 히든카드를 꺼냈다. 스티치픽스는 한 달에 한 번씩 옷 스타일링 서비스를 제공하는 미국 기업으로...
"[르포]""자율주행 셔틀에 로봇 바리스타""…현실이 된 미래 '부산 스마트시티'",2019.11.25,내 모습을 한 가상 홀로그램이 옷을 바꿔 입으면서 어떤 옷이 어울릴지 추천해 준다. 출근은 자율주행 셔틀을 이용하고 퇴근할 때는 무인편의점에서 장만 보고 배송은 자율주행 로봇이 해 준다. 10년 뒤 풍경이 아니다....
"[르포]""자율주행 셔틀에 로봇 바리스타""…현실이 된 미래 '부산 스마트시티'",2019.11.25,내 모습을 한 가상 홀로그램이 옷을 바꿔 입으면서 어떤 옷이 어울릴지 추천해 준다. 출근은 자율주행 셔틀을 이용하고 퇴근할 때는 무인편의점에서 장만 보고 배송은 자율주행 로봇이 해 준다. 10년 뒤 풍경이 아니다....
옷을 추천해 주는 AI(인공지능),2019.11.28,씽큐 핏은 3D 카메라 기술을 활용해 사용자의 치수를 정확하게 계산하여 어울리는 옷을 추천한다. 사용자는 자신의 신체 치수와 똑같은 아바타를 통해 다양한 스타일과 사이즈의 옷을 착용할 수 있고 터치를 통해...
"“사진 속 그 옷, 쇼핑몰서 찾아드려요”",2019.11.30,"이미지 검색으로 옷 찾고 추천도 한다, '패션 비주얼 검색' 김현기 NHN 머신러닝 랩 전임은 지난 11월28일 열린 ‘NHN 포워드’ 행사에서 유사 옷 추천 서비스를 위해 패션 비주얼 검색을 개발했다고 밝혔다. 패션 비주얼..."
"'슬기로운 어른이 생활' 하늘, 민영·래옥과 겨울 쇼핑…한달 소비 천만원",2019.12.03,"이날 방송에서 하늘은 민영, 래옥과 함께 겨울 옷 쇼핑을 즐겼다. 민영과 래옥은 하늘에게 어울리는 옷들을 추천했고 하늘은 이에 동감하며 바로 계산을 하러 갔다. 결국 하늘이 고른 옷의 값은 34만원. 하늘은..."
"인텔 ""스마트시티의 성패, 엣지 AI에 달렸다""",2019.12.04,"이를 통해 한 번의 촬영으로 고객의 신체 사이즈를 정확히 측정해 딱 맞는 옷을 추천하는 의류 가상 피팅을 위한 딥러닝 신체 측정 기능, 출입문에서 ID카드를 대지 않고 신분을 확인하는 딥러닝 얼굴 인식 기능 등을..."
"[슬기로운 어른이 생활] 하루 소비 134만원, 댈님 진단 “차라리 스타일리스트...",2019.12.04,"예전부터 모델일을 함께 하며 친하게 지내 온 친구들과 하늘은 서로에게 어울리는 옷을 추천해 주며 즐겁게 쇼핑을 즐겼다. 친구들과 하늘은 서로서로 어울리는 옷을 사라며 소비를 부추겼고, 결국 옷 4벌에 53만원이..."
"[슬기로운 어른이 생활] 점심값 20만원 이어 쇼핑 50만원 쓴 하늘, “돈 쓴 기...",2019.12.04,"예전부터 모델일을 함께 하며 친하게 지내 온 친구들과 하늘은 서로에게 어울리는 옷을 추천해 주며 즐겁게 쇼핑을 즐겼다. 친구들과 하늘은 서로서로 어울리는 옷을 사라며 소비를 부추겼고, 결국 옷 4벌에 53만원이..."
"김보민 에이아이바 대표, '2019 DMC 이노베이션 캠프' 대상",2019.12.06,10초 만에 사실적인 옷 표현이 가능하다. 고객이 찍은 앞뒤 사진 이미지로 20여 곳 이상을 실측한다. 고객 사이즈에 맞는 아바타가 생성된다. 아바타에 맞는 옷을 추천한다. 착장 후 워킹 시뮬레이션도...
"""펫웨어도 '플리스' 대세, '짝퉁'까지""…사람 옷 뺨치네",2019.12.12,옷을 추천했다. 옷감 소재는 일명 ‘뽀글이’로 불리는 플리스였다. 다른 브랜드의 매장에서도 어김없이... 갤러리아백화점은 2012년부터 프리미엄 강아지 옷 편집숍 '펫부티크'를 운영하고 있다. 롯데백화점과...
"롯데백화점, 김포공항점에서 새 옴니매장 '온앤더스타일' 열어",2019.12.16,<롯데백화점> 이 매장에는 옷 스타일 추천기기인 온앤더스타일 6대를 설치해 여성복 브랜드인 '씨씨콜렉트'와 '주크' 상품을 구매할 수 있는 복합매장으로 운영된다. 고객들은 온앤더스타일을 이용해 매장에서 추천하는...
"‘컬투쇼’ 한혜연 “스키장은 흰 옷 추천, 철망에 걸린 적 있어 부끄러웠다”",2019.12.20,스타일을 추천해주는 시간을 가졌다. 이날 방송에서는 한 청쥐자가 스키장에서 호피를 입고 갔을 때의 얽힌 사연이 나왔다. 한혜연은 해당 청취자의 사연 후 어떤 스타일을 추천해주면 좋겠냐는 질문에 “하얀색이 좋을...
"[CES2020] LG전자, '의식주' 포괄하는 AI 토털 솔루션 공개",2019.12.22,"빅데이터 분석을 통해 사용자에게 어울리는 옷을 추천받는 것도 가능하다. 인공지능이 적용된 레스토랑도 시연된다. 씽큐 존에 '클로이 테이블' 전시공간을 마련해 레스토랑에서 접객, 주문, 음식조리, 서빙, 설거지 등..."
"LG전자, CES서 'LG 씽큐 존' 선봬…안팎 경계 허문 AI 솔루션",2019.12.22,뿐만 아니라 사용자는 씽큐 핏과 연동된 서비스를 통해 마음에 드는 옷을 실제 구매할 수 있고 빅데이터 분석을 통해 사용자에게 어울리는 옷을 추천 받을 수도 있다. 이와함께 LG전자는 씽큐 존에 ‘클로이 테이블’...
"'어디서든 내 집처럼'… LG전자, CES 2020서 대규모 씽큐존 선보인다",2019.12.22,뿐만 아니라 사용자는 씽큐 핏과 연동된 서비스를 통해 마음에 드는 옷을 실제 구매할 수 있고 빅데이터 분석을 통해 사용자에게 어울리는 옷을 추천 받을 수도 있다. LG전자는 씽큐 존에 '클로이 테이블' 전시공간을...
"공간의 경계 허문 인공지능 ‘LG 씽큐’, 편안하고 편리한 라이프스타일 제시",2019.12.22,뿐만 아니라 사용자는 씽큐 핏과 연동된 서비스를 통해 마음에 드는 옷을 실제 구매할 수 있고 빅데이터 분석을 통해 사용자에게 어울리는 옷을 추천 받을 수도 있다. ▶인공지능 만난 레스토랑=LG전자는 씽큐 존에...
"'LG 씽큐존' 내달 세계가전전시회에 공개…""AI로 밖에서도 내 집처럼 편안함 ...",2019.12.22,"뿐만 아니라 사용자는 씽큐 핏과 연동된 서비스를 통해 마음에 드는 옷을 실제 구매할 수 있고 빅데이터 분석을 통해 사용자에게 어울리는 옷을 추천 받을 수도 있다. ◆""인공지능 만난 레스토랑"" LG전자는 씽큐 존에..."
"LG전자, CES 2020서 인공지능 'LG 씽큐'가 만드는 혁신 라이프스타일 선봬",2019.12.22,씽큐 핏과 연동된 서비스를 통해 마음에 드는 옷을 실제 구매할 수 있고 빅데이터 분석을 통해 사용자에게 어울리는 옷을 추천 받을 수도 있다. LG전자는 씽큐 존에 ‘클로이 테이블’ 전시공간을 마련해 레스토랑에서...
"LG전자, CES 2020서 인공지능 'LG 씽큐'가 만드는 혁신 라이프스타일 선봬",2019.12.22,씽큐 핏과 연동된 서비스를 통해 마음에 드는 옷을 실제 구매할 수 있고 빅데이터 분석을 통해 사용자에게 어울리는 옷을 추천 받을 수도 있다. LG전자는 씽큐 존에 ‘클로이 테이블’ 전시공간을 마련해 레스토랑에서...
"LG전자, CES서 대규모 'LG 씽큐 존' 꾸며…공간 경계 허문 AI 솔루션",2019.12.22,뿐만?아니라?사용자는?씽큐?핏과?연동된?서비스를?통해?마음에?드는?옷을?실제?구매할?수?있고?빅데이터?분석을?통해?사용자에게?어울리는?옷을?추천?받을?수도?있다. LG전자는?씽큐?존에?'클로이...
"LG전자, CES서 대규모 ‘씽큐존’ 꾸며 인공지능 솔루션 공개",2019.12.22,뿐만 아니라 사용자는 씽큐 핏과 연동된 서비스를 통해 마음에 드는 옷을 실제 구매할 수 있고 빅데이터 분석을 통해 사용자에게 어울리는 옷을 추천받을 수도 있다. LG전자는 씽큐 존에 ‘클로이 테이블’ 전시공간을...
"LG전자, CES2020에서 공간의 경계 허문 ‘LG 씽큐’ 공개",2019.12.22,"레시피를 추천해주는 디오스 냉장고, 자동차 창문을 통해 목적지 등 필요한 정보를 확인할 수 있는 미래차... 옷을 추천 받을 수도 있다. 인공지능 만난 레스토랑 LG전자는 씽큐 존에 ‘클로이 테이블’ 전시공간을..."
"인공지능 'LG 씽큐', 편리한 라이프스타일 CES에서 제시",2019.12.22,사용자는?씽큐?핏과?연동된?서비스를?통해?마음에?드는?옷을?실제?구매할?수?있고?빅데이터?분석을?통해?사용자에게?어울리는?옷을?추천?받을?수도?있다. LG전자는?씽큐?존에?'클로이?테이블...
"인공지능 ‘LG 씽큐’, 공간 경계 허문 라이프스타일 제시",2019.12.22,뿐만 아니라 사용자는 씽큐 핏과 연동된 서비스를 통해 마음에 드는 옷을 실제 구매할 수 있고 빅데이터 분석을 통해 사용자에게 어울리는 옷을 추천 받을 수도 있다. 인공지능 만난 레스토랑 LG전자는 씽큐 존에...
"LG전자, CES 2020에 'LG씽큐존' 만든다",2019.12.22,"옷 조임이나 핏을 구체적으로도 확인해볼 수 있다. 어울리는 옷을 추천 받는 것도 가능하다. '클로이 테이블' 에서는 레스토랑에서 접객, 주문, 음식조리, 서빙, 설거지 등 다양한 서비스를 제공하는 로봇을 보여준다...."
‘현관부터 차량까지’...美 CES서 인공지능 ‘LG씽큐’ 솔루션 4가지 공개,2019.12.22,사용자는 씽큐 핏과 연동된 서비스를 통해 마음에 드는 옷을 실제 구매할 수 있고 빅데이터 분석을 통해 사용자에게 어울리는 옷을 추천 받을 수도 있습니다. ◇ 인공지능 만난 레스토랑..접객·주문 서빙까지 가능한...
"LG전자, 내달 CES0서 'LG 씽큐 존' 꾸며 AI 솔루션 공개",2019.12.22,뿐만 아니라 사용자는 씽큐 핏과 연동된 서비스를 통해 마음에 드는 옷을 실제 구매할 수 있고 빅데이터 분석을 통해 사용자에게 어울리는 옷을 추천 받을 수도 있다. ◇인공지능 만난 레스토랑 LG전자는 씽큐 존에...
"LG전자, CES 2020 참가...대규모 'LG 씽큐 존'서 인공지능 솔루션 공개",2019.12.22,뿐만 아니라 사용자는 씽큐 핏과 연동된 서비스를 통해 마음에 드는 옷을 실제 구매할 수 있고 빅데이터 분석을 통해 사용자에게 어울리는 옷을 추천 받을 수도 있다. LG전자는 씽큐 존에 '클로이 테이블' 전시공간을...
"LG전자, 공간의 경계 허문 인공지능 시대 연다…‘LG 씽큐' 통해 어디서든 내...",2019.12.22,뿐만 아니라 사용자는 씽큐 핏과 연동된 서비스를 통해 마음에 드는 옷을 실제 구매할 수 있고 빅데이터 분석을 통해 사용자에게 어울리는 옷을 추천 받을 수도 있다. ◆ 인공지능 만난 레스토랑 LG전자는 씽큐 존에...
"""집의 영역을 바꾼다""…LG전자, AI로 변화되는 '라이프스타일' 제시",2019.12.22,"레시피를 추천해주는 디오스 냉장고, 자동차 창문을 통해 목적지 등 필요한 정보를 확인할 수 있는 미래차... 옷을 추천받을 수도 있다. 씽큐 존에 '클로이 테이블' 전시공간을 마련해 레스토랑에서 접객, 주문..."
"LG전자, CES2020 키워드 '인공지능'...대규모 부스 마련",2019.12.22,"레시피를 추천해주는 디오스 냉장고, 자동차 창문을 통해 목적지 등 필요한 정보를 확인할 수 있는 미래차... 옷을?추천?받을?수도?있다. ◇인공지능?만난?레스토랑 LG전자는?씽큐?존에?'클로이?테이블..."
"LG전자, CES 2020서 대규모 'LG 씽큐 존' 꾸며 인공지능 솔루션 선보여",2019.12.23,뿐만 아니라 사용자는 씽큐 핏과 연동된 서비스를 통해 마음에 드는 옷을 실제 구매할 수 있고 빅데이터 분석을 통해 사용자에게 어울리는 옷을 추천 받을 수도 있다. ◇인공지능 만난 레스토랑 LG전자는 씽큐 존에...
"[특집 | 구독경제 확산 - 전문가 시각 ] 실패 없는 소비 경험 욕구, AI 기반 ...",2019.12.23,패션 리테일시장에서 가장 혁신적인 기업으로 주목받고 있는 패션 큐레이팅업체 ‘스티치픽스’는 맞춤 추천을 위해 인공지능(AI) 기술까지 활용했다. 인공지능이 고객 정보를 분석해 가장 잘 어울리는 옷을 추천하고...
"공간의 경계 허문 인공지능 LG 씽큐, 편안하고 편리한 라이프스타일 제시",2019.12.23,뿐만 아니라 사용자는 씽큐 핏과 연동된 서비스를 통해 마음에 드는 옷을 실제 구매할 수 있고 빅데이터 분석을 통해 사용자에게 어울리는 옷을 추천 받을 수도 있다. LG전자는 씽큐 존에 클로이 테이블 전시공간을...
"LG전자, CES 2020서 대규모 'LG 씽큐 존' 꾸며 인공지능 솔루션 공개",2019.12.23,뿐만 아니라 사용자는 씽큐 핏과 연동된 서비스를 통해 마음에 드는 옷을 실제 구매할 수 있고 빅데이터 분석을 통해 사용자에게 어울리는 옷을 추천 받을 수도 있다. ◇인공지능 만난 레스토랑 LG전자는 씽큐 존에...
에르메스 맨즈 유니버스 아티스틱 디렉터의 상상,2019.12.25,저는 다양한 남성에게 옷을 추천하는 데 더 많은 관심을 갖고 있습니다. 한 가지 유형이 아닌 다양한 에르메스 남성상이 있다고 생각하고요. 사실 전문 모델에게 옷을 입히는 것은 쉬운 반면 일반인 모델은 어떤 사람은 좀...
리더 52인의 신년 에세이(9) 박영철·김지원·정재훈·이의현·윤문현,2019.12.31,더 나아가 그 옷과 잘 어울리는 옷에 대한 추천까지 피팅룸에서 실시간으로 이루어질 수 있다. 매장 VMD 환경 개선도 빼놓을 수 없는 부분이다. 특히 부임 첫해부터 준비해 2019년 선보인 ‘매장 직원 인센티브 제도’는...
"미래 소비 주체로 떠오른 Z세대 백서 - ""너와 내가 다른 거? 인정! 간섭하지 ...",2019.12.31,"우선 유튜브에서 옷과 스타일링을 추천받는다. 무신사와 서울스토어에서 후기를 기반으로 옷을 고르고, 오프라인 편집샵 바인드나 에이랜드, 원더플레이스에 들러 옷을 입어본다. 옷이 마음에 들면 온오프라인을 통틀어..."
'AI·8K·모빌리티'…CES 3대 관전 포인트,2020.01.05,"모바일 기기로 방문자를 확인하고 원격으로 문을 여는 스마트 도어, 가상 아바타를 생성해 옷을 착용해보고 어울리는 옷을 추천 받는 씽큐 핏 등 다양한 AI 솔루션을 제공한다. SK텔레콤은 AI 기반 HD맵 실시간..."
'네모 반듯' TV 잊어라…말아올렸다 돌렸다 '맘대로',2020.01.07,3D카메라가 사람을 찍으면 수많은 신체정보를 학습한 인공지능이 가장 어울리는 옷들을 추천해줍니다. 사람의 움직임을 정확히 인지해 졸졸 따라다니며 생활 편의를 돕는 공 모양 로봇도 눈길을 끌었습니다. 올해...
'네모 반듯' TV 잊어라…말아올렸다 돌렸다 '맘대로',2020.01.07,3D카메라가 사람을 찍으면 수많은 신체정보를 학습한 인공지능이 가장 어울리는 옷들을 추천해줍니다. 사람의 움직임을 정확히 인지해 졸졸 따라다니며 생활 편의를 돕는 공 모양 로봇도 눈길을 끌었습니다. 올해...
[포인트 경제] 일상 속으로 들어온 AI…인공지능의 미래는?,2020.01.07,"옷을 추천도 해줍니다. [앵커] AI가 먼 미래라고만 여겼는데, 급속히 영역을 넓히고 있군요. 그런데 저런... 5분이면 AI가 피부 분석도 끝내고, 화장품 추천까지 해줍니다. 골치 아픈 주식 거래도 AI가 척척 전략을..."
식단 짜주고 스타일 골라주고…일상 챙겨주는 'AI 비서',2020.01.07,이렇게 옷을 입은 상태에서도 내 체격을 정확하게 측정하고 나에게 어울리는 스타일을 이렇게 추천받을 수도 있습니다. 얼굴을 촬영하고 머리색이나 형태를 고르고 나면 다양한 스타일의 옷을 추천해주고 어울리는...
"영화·드라마 속 패션 아이템 바로 구입한다…LG전자, '더테이크' 품다",2020.01.07,"모바일 기기로 방문자를 확인하고 원격으로 문을 여는 스마트 도어, 가상 아바타를 생성해 옷을 착용해보고 어울리는 옷을 추천 받는 씽큐 핏 등 다양한 AI 솔루션을 제공한다. 박일평 LG전자 사장은 ""LG 씽큐와 같은..."
개인 항공기에 인공인간도…5G·AI로 가까워진 미래,2020.01.08,"<정의선 / 현대차그룹 수석부회장> ""의미 있는 방식으로 사람들을 이어주고 이동의 제약에서 벗어나도록 함으로써 삶에 즐거움을 선사하고 싶습니다."" 인공지능 기술로 사람의 체격을 분석하고 어울리는 옷을 추천해주는..."
개인 항공기에 인공인간도…5G·AI로 가까워진 미래,2020.01.08,"<정의선 / 현대차그룹 수석부회장> ""의미 있는 방식으로 사람들을 이어주고 이동의 제약에서 벗어나도록 함으로써 삶에 즐거움을 선사하고 싶습니다."" 인공지능 기술로 사람의 체격을 분석하고 어울리는 옷을 추천해주는..."
'네모 반듯' TV 잊어라…말아올렸다 돌렸다 '맘대로',2020.01.08,3D카메라가 사람을 찍으면 수많은 신체정보를 학습한 인공지능이 가장 어울리는 옷들을 추천해줍니다. 사람의 움직임을 정확히 인지해 졸졸 따라다니며 생활 편의를 돕는 공 모양 로봇도 눈길을 끌었습니다. 올해...
'네모 반듯' TV 잊어라…말아올렸다 돌렸다 '맘대로',2020.01.08,3D카메라가 사람을 찍으면 수많은 신체정보를 학습한 인공지능이 가장 어울리는 옷들을 추천해줍니다. 사람의 움직임을 정확히 인지해 졸졸 따라다니며 생활 편의를 돕는 공 모양 로봇도 눈길을 끌었습니다. 올해...
식단과 함께 맞춤형 스타일링까지…일상 속 파고든 AI,2020.01.08,"AI 냉장고가 식단을 짜주고, 옷장 속 인공지능이 그날그날 스타일을 추천해주는 일상. 이런 날들이... 이렇게 옷을 입은 상태에서도 내 체격을 정확하게 측정하고 나에게 어울리는 스타일을 추천받을 수도 있습니다...."
"[CES 2020]LF 헤지스, LG전자 '씽큐 핏' 통해 가상 피팅 기술 선봬",2020.01.09,"이를 통해 향후 사용자는 씽큐 핏과 연동된 LF몰 모바일 앱을 통해 마음에 드는 옷을 실제로 구매할 수 있고, 빅데이터를 기반으로 어울리는 옷도 추천 받을 수 있다."
"LF '헤지스', 美 CES 2020서 가상 피팅 기술 선봬",2020.01.09,사용자는 향후 씽큐 핏과 연동된 모바일 쇼핑 애플리케이션 ‘LF몰’을 통해 마음에 드는 옷을 실제로 구매할 수 있고 빅데이터 분석을 통해 사용자에게 어울리는 옷을 추천 받을 수도 있다. LF와 LG전자의 협업은...
"해지스, LG전자와 CES서 가상 피팅 기술 선보여",2020.01.09,향후 사용자는 씽큐 핏과 연동된 모바일 쇼핑 앱 LF몰을 통해 마음에 드는 옷을 실제로 구매할 수도 있고 빅데이터 분석을 통해 사용자에게 어울리는 옷을 추천 받을 수도 있다. 한편 CES는 매년 1월 미국...
"헤지스, LG전자와 '가상 피팅 기술' 선봬",2020.01.09,"이를 통해 향후 사용자는 씽큐 핏과 연동된 모바일 쇼핑 어플리케이션인 LF몰을 통해 마음에 드는 옷을 실제로 구매할 수도 있고 빅데이터 분석을 통해 사용자에게 어울리는 옷을 추천 받을 수도 있다. 한편, CES는..."
"[CES 2020] LF, LG전자와 손잡고 가상 피팅 기술 선봬",2020.01.09,"선보였다""며 ""앞으로 소비자들은 씽큐 핏과 연동된 모바일 쇼핑 어플리케이션인 LF몰을 통해 마음에 드는 옷을 실제로 구매할 수도 있고, 빅데이터 분석을 통해 자신에게 어울리는 옷을 추천 받을 수 있다""고 말했다."
"헤지스, 'CES 2020'서 LG전자와 가상 피팅 기술 선봬",2020.01.09,이를 통해 향후 사용자는 씽큐 핏과 연동된 모바일 쇼핑 어플리케이션인 LF몰을 통해 마음에 드는 옷을 실제로 구매할 수도 있고 빅데이터 분석을 통해 사용자에게 어울리는 옷을 추천 받을 수도 있다. 씽큐 핏 부스...
"LF 헤지스-LG전자, 'CES 2020'서 가상 피팅 기술 선봬",2020.01.09,이를 통해 향후 사용자는 씽큐 핏과 연동된 모바일 쇼핑 어플리케이션인 LF몰을 통해 마음에 드는 옷을 실제로 구매할 수도 있고 빅데이터 분석을 통해 사용자에게 어울리는 옷을 추천받을 수도 있다.
"LF 헤지스, 'CES 2020'서 LG전자와 함께 '가상 피팅 기술' 선봬",2020.01.09,이를 통해 향후 사용자는 씽큐 핏과 연동된 모바일 쇼핑 어플리케이션인 LF몰을 통해 마음에 드는 옷을 실제로 구매할 수도 있고 빅데이터 분석을 통해 사용자에게 어울리는 옷을 추천 받을 수도 있다. 한편 CES는...
"LF 헤지스, 'CES 2020'서 LG전자와 함께 '가상 피팅 기술' 선봬",2020.01.09,이를 통해 향후 사용자는 씽큐 핏과 연동된 모바일 쇼핑 어플리케이션인 LF몰을 통해 마음에 드는 옷을 실제로 구매할 수도 있고 빅데이터 분석을 통해 사용자에게 어울리는 옷을 추천 받을 수도 있다. 한편 CES는...
"[CES 2020] LF 헤지스, LG전자와 'CES 2020'서 가상 피팅 기술 공개",2020.01.09,"이를 통해 향후 사용자는 씽큐 핏과 연동된 모바일 쇼핑 어플리케이션인 LF몰을 통해 마음에 드는 옷을 실제로 구매할 수도 있고 빅데이터 분석을 통해 사용자에게 어울리는 옷을 추천 받을 수도 있다.한편, CES는..."
"[CES 2020] LF 헤지스, LG전자와 'CES 2020'서 가상 피팅 기술 공개",2020.01.09,"이를 통해 향후 사용자는 씽큐 핏과 연동된 모바일 쇼핑 어플리케이션인 LF몰을 통해 마음에 드는 옷을 실제로 구매할 수도 있고 빅데이터 분석을 통해 사용자에게 어울리는 옷을 추천 받을 수도 있다.한편, CES는..."
"LF 헤지스, ‘CES 2020’에서 가상 피팅 기술 선보여",2020.01.09,이를 통해 향후 사용자는 씽큐 핏과 연동된 모바일 쇼핑 어플리케이션인 LF몰을 통해 마음에 드는 옷을 실제로 구매할 수도 있고 빅데이터 분석을 통해 사용자에게 어울리는 옷을 추천 받을 수도 있다. 【 청년일보...
"LF?헤지스, 美 'CES 2020'에서?LG전자와 가상 피팅 기술 선봬",2020.01.09,이를 통해 향후 사용자는 씽큐 핏과 연동된 모바일 쇼핑 어플리케이션인 LF몰을 통해 마음에 드는 옷을 실제로 구매할 수도 있고 빅데이터 분석을 통해 사용자에게 어울리는 옷을 추천 받을 수도 있다.
"[CES 2020] LF 헤지스, ‘CES’서 LG전자와 진일보한 가상 피팅 기술 선봬",2020.01.09,"이를 통해 향후 사용자는 씽큐 핏과 연동된 모바일 쇼핑 어플리케이션인 LF몰을 통해 마음에 드는 옷을 실제로 구매할 수도 있고 빅데이터 분석을 통해 사용자에게 어울리는 옷을 추천 받을 수도 있다. 한편, CES는..."
"헤지스, ‘CES 2020’서 LG전자와 가상 피팅 기술 선봬",2020.01.09,사용자는 씽큐 핏과 연동된 모바일 쇼핑 어플리케이션인 LF몰을 통해 마음에 드는 옷을 실제로 구매할 수도 있고 빅데이터 분석을 통해 사용자에게 어울리는 옷을 추천받을 수 있다. CES는 매년 1월 미국...
"LF 헤지스 · LG전자, 'CES 2020' 신개념 가상 피팅 기술 선보여",2020.01.09,"이를 통해 향후 사용자는 씽큐 핏과 연동된 모바일 쇼핑 어플리케이션인 LF몰을 통해 마음에 드는 옷을 실제로 구매할 수도 있고 빅데이터 분석을 통해 사용자에게 어울리는 옷을 추천 받을 수도 있다. 한편, CES는..."
"""가상과 실제 피팅 간극 줄였다""...LF헤지스, 더 정교해진 가상 피팅 기술 공...",2020.01.09,"사용자는 씽큐 핏과 연동된 모바일 쇼핑 어플리케이션인 LF몰을 통해 마음에 드는 옷을 실제로 구매할 수도 있고 빅데이터 분석을 통해 사용자에게 어울리는 옷을 추천 받을 수도 있다""고 설명했다."
"LF 헤지스, ‘CES 2020’에서 LG전자와 가상 피팅 기술 선보여",2020.01.09,LF 측은 “향후 사용자는 씽큐 핏과 연동된 모바일 쇼핑 어플리케이션인 LF몰을 통해 마음에 드는 옷을 실제로 구매하거나 빅데이터 분석을 통해 사용자에게 어울리는 옷을 추천 받을 수 있을 것”이라고 말했다.
"LF 헤지스, CES2020 참가..가상피팅기술 선봬",2020.01.09,이를 통해 향후 사용자는 씽큐 핏과 연동된 모바일 쇼핑 어플리케이션인 LF몰을 통해 마음에 드는 옷을 실제로 구매할 수도 있고 빅데이터 분석을 통해 사용자에게 어울리는 옷을 추천받을 수 있다.
